SMILES
CC(C)c4c3cc(C)c(c1c(C)cc2c(c1O)c(C=O)c(O)c(O)c2C(C)C)c(O)c3c(C=O)c(O)c4O
CCN(CC)CC1=C(O)C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl
OC1=CC=C2C(=C1O)OCC\3(O)CC\4=C\C(=O)\C(=C/C4=C23)O
COC1=CC(=CC=C1/N=N/C2=C(O)C3=C(C=C2)C(=CC(=C3N)[S]([O-])(=O)=O)[S]([O-])(=O)=O)C4=CC(=C(C=C4)\N=N\C5=C(O)C6=C(N)C(=CC(=C6C=C5)[S]([O-])(=O)=O)[S]([O-])(=O)=O)OC
[O-][S](=O)(=O)C1=CC(=C2C(=CC=C(C2=C1)[S]([O-])(=O)=O)NC(=O)C3=CC=CC(=C3)NC(=O)NC4=CC=CC(=C4)C(=O)NC5=CC=C(C6=CC(=CC(=C56)[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O
O=S(=O)(O)c1cc(cc2c1c(ccc2S(=O)(=O)O)NC(=O)c8cc(NC(=O)c3cc(ccc3)NC(=O)Nc4cccc(c4)C(=O)Nc5cc(ccc5C)C(=O)Nc7ccc(c6cc(cc(c67)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c(C)cc8)S(=O)(=O)O
CC(C)=CCC1=CC=CC2=C1[NH]C=C2\C3=C(O)\C(=O)C(=C(O)/C3=O)\C4=C([NH]C5=C4C=CC=C5)C(C)(C)C=C
CC1=CC=C(C)[N]1C2=CC=CC(=C2)C(O)=O
Clc2c(Cc1c(O)c(Cl)cc(Cl)c1Cl)c(O)c(Cl)cc2Cl
OC1=C(Br)C2=C(C=C1Br)C3(OC(=O)C4=C3C(=C(Cl)C(=C4Cl)Cl)Cl)C5=C(O2)C(=C(O)C(=C5)Br)Br
ClC/1=C(NCCN2CCOCC2)/C(=O)C3=C(C=CC=N3)C1=O
ClC1=C(NCCN2CCOCC2)C(=O)C3=C(C=CC=N3)C1=O
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(C(=C3)F)C(F)(F)F
BrC1=C(Br)C(=C2N=N[NH]C2=C1Br)Br
CN1\N=C(/N=C\2C(=O)N(C)C(=O)\N=C12)C3=CC=CC=C3
[H][C@@]1(C2=CC(=CC(O)=C2C(=O)C3=C1C=CC=C3O[C@@H]4OC(CO)C(O)C(O)C4O)C(O)=O)[C@@]5([H])C6=CC(=CC(O)=C6C(=O)C7=C5C=CC=C7O[C@@H]8OC(CO)C(O)C(O)C8O)C(O)=O
CCOC1=NC2=CC=CC(=C2[N]1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=N[NH]5)C(=O)OC(C)OC(=O)OC6CCCCC6
OC1=CC=C(O)C2=C1C(=O)\C(=C(Cl)/C2=O)Cl
CC(C)=CCCC\1(C)OC2=C(CC=C(C)C)C3=C(C(=C2\C=C1)O)C(=O)C/4=C/CCC5C(C)(C)O[C@@](C\C=C(C)\C(O)=O)(C(O)=O)C45O3
CC(C)=CCCC\1(C)OC2=C(\C=C1)C(=C(CC=C(C)C)C3=C2C(=O)C/4=C/C5CC6C(C)(C)OC(C\C=C(C)\C(O)=O)(C5=O)[C@]46O3)OC(C)=O
CCCCCCCCCCCCCCC(C(O)=O)C(O)(CC(=O)OC)C(O)=O
COC1=CC(=C2C(=O)OC3=C(C)C(=C4C(=O)OC(O)C4=C3OC2=C1C=O)O)C
OC1=CC(=C2CC(OC(=O)C3=CC(=C(O)C(=C3)O)O)C(OC2=C1)C/4=C/C5=C(C=C(O)C(=C5C(=O)/C(=C4)O)O)C6OC7=CC(=CC(=C7CC6OC(=O)C8=CC(=C(O)C(=C8)O)O)O)O)O
CC(C)=CCCC\1(C)OC2=C(CC=C(C)C)C3=C(C(=C2\C=C1)O)C(=O)C/4=C/C5CC6C(C)(C)OC(C\C=C(C)/C(O)=O)(C5O)C46O3
CCC(C)C1NC2\C=C/C3=C(N=C(C=C3C(C)O)C(=O)OC(C)C4NC(=O)C5=CSC(=N5)C(NC(=O)C\6CSC(=N6)\C(NC(=O)C(NC(=O)C7=CSC(=N7)C8(CC\C(=N/C8C9=CSC4=N9)C%10=NC(=CS%10)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC1=O)C(C)O)=C/C)C(C)(O)C(C)O)C2O
CCCCC1CCC(CCCC(C)CCC(O)=O)CC1
OC1=C(Br)C=C(C=C1Br)/C=C(C#N)/C2=N/C3=CC=CC=C3C(=O)N2
FC(F)(F)C(=O)NC1=C(C(=O)NC2=CC(=CC=C2)Cl)C3=C(CCCC3)S1
OC(=O)C1=CC=CC=C1NC(=O)/C(=C/C2=CC=C(O2)C3=CC(=CC=C3Cl)Cl)C#N
CC(C)C1=C(OCC(=O)NC2=CC=C(C=C2)[S+]([O-])(=O)NC3=NOC(=C3)C)C=C(C)C(=C1)Br
CCOC(=O)C1=CC=C(NC(=O)C2CC3=CC=CC=C3C(=O)O2)C=C1
OC(=O)C1=C(Cl)C=CC(=C1)C2=CC=C(O2)\C=C(C#N)\C3=NC4=C([NH]3)C=CC=C4
COC1=CC=C(C=C1)C2=NC3=C(CC4=C(O3)C=CC=C4)C(SCC(=O)NC5=CC=C(C=C5)C(O)=O)=N2
OC(=O)C1=CC(=CC=C1)NC(=O)CSC2=NC(=NC3=C2CC4=C(O3)C=CC=C4)C5=CC=C(F)C=C5
COC1=C(NC(=O)CSC\2=N\C(=C(C#N)/C(=O)N2)C3=CC=C(C=C3)C(C)(C)C)C=CC=C1
COC1=CC=CC=C1OCCSC2=NC(=NC3=CC(=O)NN23)C4=CC=C(C=C4)C(C)(C)C
CC1=CC=C(OCCSC/2=N/C(=N\C3=C\C(=O)NN23)C4=CC=CC=C4C)C=C1Cl
COC1=C(NC(=O)CC2=C(NC3=C2C=C(Cl)C=C3)C(O)=O)C=CC=C1
NC1=C2C=CC=CC2=C(C=C1/N=N/C3=CC=C(C=C3)C4=CC=C(C=C4)/N=N/C5=C(N)C6=C(C=CC=C6)C(=C5)[S]([O-])(=O)=O)[S]([O-])(=O)=O
[Na+].[Na+].[O-]S(=O)(=O)c1cc(ccc1O)C3(OC(=O)c2c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)S([O-])(=O)=O
C/C(C)=C\COc1ccc(cc1)/C=C/C(=O)c2ccc(cc2OCC(=O)O)OC\C=C(/C)C
COC(=O)C1=CC=C(O)C2=NC3=C(N=C12)C(=CC(=C3C=O)O)O
ClCC(=O)c1ccc(cc1)Oc2ccc(cc2)C(=O)CCl
CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C=O
OC(=O)CC1=CC=CC(=C1)OCCCN(CC(C2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=CC(=C4Cl)C(F)(F)F
CC(=O)OC1=C(OC(C)=O)C2=NON=C2C=C1
CC(C)C1=CC=C2[N](CC3=CC=C(Cl)C=C3)C(=C(SC(C)(C)C)C2=C1)CC(C)(C)C([O-])=O
CC(=O)[C@H]1CCC2C3C\C=C/4C[C@H](CC[C@]4(C)C3CC[C@]12C)O[S]([O-])(=O)=O
OS(=O)(=O)C1=CC(=C2C(NC(=O)C3=CC=C(NC(=O)C4=CC=C(NC(=O)NC5=CC=C(C=C5)C(=O)NC6=CC=C(C=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)C=C4)C=C3)=CC=C(C2=C1)S(O)(=O)=O)S(O)(=O)=O
CN1CC(O)C2=CC(=O)C(=O)C=C12
Cc1ccccc1S(=O)(=O)NC(=O)c5ccc(Cc3cn(C)c2ccc(cc23)NC(=O)OC4CCCC4)c(OC)c5
CCCCCCCCCCCCCCCC[N+]1=C(C)[N](CC2=CC=CC=C2)C=C1
Ic4c5Oc1c(I)c(O)c(I)cc1C3(OC(=O)c2ccccc23)c5cc(I)c4O
CCCCC(CC)CCC(CC(C)C)O[S]([O-])(=O)=O
O=C(O)C(CCCCCCCCCCCCCCCC)C(O)(CC(=O)O)C(=O)O
NCCC1=CC(O)=C(O)C=C1O
[O-][N+](=O)C1=CC=C(C=C1)C2=NO[N+](=C2C#N)[O-]
CC1=C(CSC2=CC(=C(OCC(O)=O)C=C2)C)SC(=C1)C3=CC=C(C=C3)C(F)(F)F
[O-][N+]1=C(C#N)C(=NO1)C2=CC=CC(=C2)C3=NO[N+](=C3C#N)[O-]
CCN1\N=C(/N=C\2C(=O)N(C)C(=O)\N=C12)C3=CC=CC=C3C
CN1\N=C(/N=C\2C(=O)N(C)C(=O)\N=C12)C3=CC=C(C)C=C3
CN1\N=C(/N=C\2C(=O)N(C)C(=O)\N=C12)C3=CC=CC=C3C
CN1\N=C(/N=C\2C(=O)N(C)C(=O)\N=C12)C3=CC=CN=C3
CCN1\N=C(/N=C\2C(=O)N(C)C(=O)\N=C12)C3=CC=C(C)C=C3
CN1\N=C(/N=C\2C(=O)N(C)C(=O)\N=C12)C3=CC=NC=C3
[O-]S(=O)(=O)C1=C(C=CC(=C1)N=C=S)\C=C\C2=C(C=C(C=C2)N=C=S)S([O-])(=O)=O
OC1=CC2=C(C[C@@H](OC(=O)C3=CC(=C(O)C(=C3)O)O)[C@H](O2)C4=C(C(=C(O)C(=C4)O)O)C5=C(C=C(O)C(=C5O)O)[C@H]6OC7=C(C[C@H]6OC(=O)C8=CC(=C(O)C(=C8)O)O)C(=CC(=C7)O)O)C(=C1)O
CC1=C(O)C(=O)C=C2C1=CC=C3[C@@]2(C)CC[C@@]4(C)[C@@H]5C[C@@](C)(CC[C@]5(C)CC[C@]34C)C(O)=O
CCCCCCCCC#CCCCCCCCC(O)=O
OC1=C(O)C(=CC(=C1)C(=O)OC[C@H]2O[C@@H](OC(=O)C3=CC(=C(O)C(=C3)O)O)[C@H](OC(=O)C4=CC(=C(O)C(=C4)O)O)[C@@H](OC(=O)C5=CC(=C(O)C(=C5)O)O)[C@@H]2OC(=O)C6=CC(=C(O)C(=C6)O)O)O
CC1CC(=O)C2=C(O1)C=C3C(=C2O)C(=CC(=C3C4=C5C=C6OC(C)CC(=O)C6=C(O)C5=C(O)C=C4O)O)O
OC1=CC=C(C=C1)\C2=C\C(=O)C3=C(O2)C(=C(O)C=C3O)\C4=C(\OC5=C(C(=CC(=C5)O)O)C4=O)C6=CC=C(O)C=C6
CC1=C(C=C2C(=C1)C(C)(C)CCC2(C)C)C(=C)C3=CC=C(C=C3)C(O)=O
Cl[Hg]c1ccc(O)cc1
[Cl-].COc1ccccc1C(=O)N(Cc2cccc[n+]2CC)C(=O)OC[C@@H](COC(=O)N3CCC(CC3)OC(=O)NCCCCCCCCCCCCCCCCCC)OC
[O-][N+]1=C(C#N)C(=NO1)C2=CC(=CS2)C3=NO[N+](=C3C#N)[O-]
CC(C)C1=C(O)C(=C(C)C(=C1)C2(O[S+]([O-])(=O)C3=CC=CC=C23)C4=CC(=C(O)C(=C4C)Br)C(C)C)Br
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(C=C3)C(F)(F)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(C=C3)C(F)(F)F
COCC[N]1C(=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O)C
COC1=CC=C(C=C1C)C2=CSC(=N2)NC3=CC=C(C=C3)[S+]([O-])(=O)NC4=NOC(=C4)C
COC1C(OC(=O)C2=CC=C(C)[NH]2)C(O)C(OC3=C(Cl)C4=C(C=C3)C(=O)\C(=C(\O)O4)NC(=O)C5=CC(=C(O)C=C5)CC=C(C)C)OC1(C)C
COC1=C(OC)C(=C(C=C1)C2=C(N)C(=NC(=C2C)C(O)=O)C3=NC4=C(C=C3)C(=O)\C(=C(\N)C4=O)OC)O
OC1=CC=C(C=C1)\C2=C\C(=O)C3=C(O2)C(=C(O)C=C3O)C4=C(O)C=CC(=C4)\C5=C\C(=O)C6=C(O5)C=C(O)C=C6O
NC(=O)CC[C@@H]8C=2N=C(C(C)=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@](C)(N1[Co+]C#N)[C@@H]7N=C(C(C)=C3N=C(C=2)C(C)(C)[C@@H]3CCC(N)=O)[C@](C)(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]6[C@@H](CO)O[C@H](n5cnc4cc(C)c(C)cc45)[C@@H]6O)[C@H]7CC(N)=O)[C@@]8(C)CC(N)=O
OC1=C(C=CC=C1)C2=CC=C(C=C2)C3=CSC4=C3C(=C(/C#N)C(=O)N4)/O
[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCCCC
[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCCCCCC
[O-]C(=O)c1ccccc1.CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1[NH2+]C)O[C@@H]2[C@@H](OC)C[C@@H](O[C@H]2C)O[C@@H]3C(C)=CC[C@@H]6C[C@H](OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@]7(O6)C=C[C@H](C)[C@H](O7)[C@@H](C)CC
O=C(CCCCCCC/C=C\CCCCCCCC)N(C)CC(=O)O
[Na+].[Na+].[O-]C(=O)c4ccccc4C=2c3cc(Br)c([O-])c(Br)c3OC=1C=2C=C(Br)C(=O)C=1Br
[Na+].[Na+].[O-]C(=O)c4ccccc4C=2c3cc(I)c([O-])c(I)c3OC=1C=2C=C(I)C(=O)C=1I
O=C2c1ccccc1C(=O)c3c2c(O)cc(O)c3O
[Li+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Brc1cc(cc(Br)c1O)C3(OS(=O)(=O)c2ccccc23)c4cc(Br)c(O)c(Br)c4
[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCCCCCCCC
BrC1=CC(\C=C(Br)C1=O)=C(/c2cc(Br)c(O)c(Br)c2)c3ccccc3C(=O)OCC
Brc4c5Oc1c(Br)c(O)c(Br)cc1C3(OC(=O)c2ccccc23)c5cc(Br)c4O
[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCCC
[Na+].CC=1C(\C=C(Br)C(=O)C=1Br)=C(/c2cc(Br)c(O)c(Br)c2C)c3ccccc3S([O-])(=O)=O
[Na+].O=S([O-])(=O)c1ccc(CCCCCCCC)cc1
O=C(O)Cc2cc(I)c(Oc1cc(I)c(O)cc1)c(I)c2
O=C(O)Cc2cc(I)c(Oc1cc(I)c(O)c(I)c1)c(I)c2
Brc1c(O)c(Br)c(Br)c(Br)c1Br
[Cl-].CCCCCCCCCC[n+]1ccn(CCCCCCCCCC)c1C
[Na+].[Na+].[O-]c2c(Sc1cc(Cl)cc(Cl)c1[O-])cc(Cl)cc2Cl
OC1=C(Br)C=C(C=C2C(=O)NC3=C2C=C(I)C=C3)C=C1Br
CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C3=C(O)C4=C(C=O)C(O)=C(O)C(C(C)C)=C4C=C3C
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CC1=C(NC(=O)C2=CC=CC(NC(=O)NC3=CC(=CC=C3)C(=O)NC4=C(C)C=CC(=C4)C(=O)NC5=CC=C(C6=C5C(=CC(=C6)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O)=C2)C=C(C=C1)C(=O)NC7=CC=C(C8=C7C(=CC(=C8)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O
CO[C@H]1C[C@H](O[C@@H](C)[C@H]1O)O[C@H]\2[C@@H](C)\C=C\C=C\3CO[C@@H]4C\C(=C/[C@@H](C(=O)O[C@H]5C[C@@H](C/C=C2C)O[C@@]6(CC[C@H](C)[C@H](O6)C7CCCCC7)C5)[C@]34O)C
CCCCCCCC1=CC=C(CCC2=CC=CC(=C2C(O)=O)O)C=C1
OC(=O)C(=O)C1=C[N](CC2=CC=CC=C2)C3=CC=C(C=C13)C4=CC=C(OC(F)(F)F)C=C4
CC1(C)OC/2=C(\[C@H](NCC3=CC=CC=C3)[C@@H]1O)C(=O)C4=CC=CC=C4C2=O
CCCCCCCCCCCCCC(=O)N[C@H](CO)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
CCCCCCCCCCCCCCCC1=C(C(O)=O)C(=CC=C1)O
CC(C)=CCCC\1(C)OC2=C(\C=C1)C(=C3C(=O)C/4=C/C5CC6C(C)(C)OC(C/C=C(C)/C(N)=O)(C5=O)C46OC3=C2CC=C(C)C)O
CC(C)=CCCC\1(C)OC2=C(\C=C1)C(=C3C(=O)C/4=C/C5CC6C(C)(C)OC(C/C=C(C)/C(N)=O)(C5=O)C46OC3=C2CC=C(C)C)O
CC1=CC(=CC=C1OCC(O)=O)OCC2=C(C)N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F
CC1=CC(=CC=C1OCC2=NN=N[NH]2)SCC3=C(C)N=C(S3)C4=CC(=C(C=C4)C(F)(F)F)F
O=C(O)c1cccc(c1)c4cccc(N\N=C2\C(=O)N(N=C2C)c3ccc(C)c(C)c3)c4O
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=CC=C3)C(F)(F)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=CC=C3)OC(F)(F)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(OC(F)(F)F)C=C3
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=C(Cl)C=C3)Cl
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(C=C3C(F)(F)F)C(F)(F)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(F)C(=C3F)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=C(C=C(Cl)C=C3)C(F)(F)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(F)C(=C3)C(F)(F)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(C=C3Cl)C(F)(F)F
CCCCCCCCCCOC1=CC=C(OCC(=O)C[N]2C=C(C(=O)OC)C3=CC(=CC=C23)C(O)=O)C=C1
CCCCCCCCCCCCCCCCOC[C@H](CO[P]([O-])(=O)OCCCCCC[N+](C)(C)C)OC(C)=O
CCCCCC/C=C/C=C\CCCCCCCC(O)=O
CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(O)C4=C(C=C(C=C4N)[S]([O-])(=O)=O)C=C3[S]([O-])(=O)=O)C)N=NC5=C(O)C6=C(C=C(C=C6N)[S]([O-])(=O)=O)C=C5[S]([O-])(=O)=O
Ic2cc(Oc1ccc(C[C@H](N)C(=O)O)cc1I)cc(I)c2O
CC1=CC(=CC=C1OCC2=NN=N[NH]2)SCC3=C(C)N=C(S3)C4=C(C=C(Cl)C=C4)C(F)(F)F
CC1=CC(=CC=C1OCC2=NN=N[NH]2)SCC3=C(C)N=C(S3)C4=CC(=CC(=C4)Cl)Cl
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=C(OC(F)(F)F)C=C3)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=C(OC(F)(F)F)C=C3)Cl
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=C(Cl)C=C3)F
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=CC(=C3)C(F)(F)F)Cl
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=C(Cl)C=CC=C3Cl
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=C(Cl)C(=CC=C3)Cl
CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC(=CC=C3Cl)Cl
COC1=CC=C(CC2=CC=C(NC(N)=O)C=C2)C=C1C3=CC=CC(=C3)Cl
CC1(C)CCC(=C(\C1)C2=CC=C(Cl)C=C2)/CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)N[S+]([O-])(=O)C5=CC=C(NCC6CCOCC6)C(=C5)[N+]([O-])=O)OC7=CN=C8[NH]C=CC8=C7
CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2)C(=O)C=O
N[S+]([O-])(=O)C1=C2C(=O)C3=C(C(=CC=C3)O)C(=O)C2=CC=C1
CCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C=O
CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC=C4[C@@H](COC4=C3)CC(O)=O)C)OCCC[S+](C)([O-])=O
C[C@@H]1CNC(=O)CC[C@]/2(C)[C@@H](CC(N)=O)[C@H]3N4C2=C(C)/C5=[N]6/C(=C\C7=[N]8\C(=C(C)/C9=[N](/[C@]3(C)[C@@](C)(CC(N)=O)[C@@H]9CCC(N)=O)[Co+]468(O)\[N]%10=C\N([C@H]%11O[C@H](CO)[C@@H](O[P]([O-])(=O)O1)[C@H]%11O)C%12=C%10C=C(C)C(=C%12)C)[C@@](C)(CC(N)=O)[C@@H]7CCC(N)=O)C(C)(C)[C@@H]5CCC(N)=O
O=C1C2=CC=CC=C2[N+]3=C1C4=C(C=C3)C5=CC=CC=C5[NH]4
CCCC(=O)C1=C(O)C(=C(O)C(=C1O)C\C2=C(/O)C(C)(C)\C(=C(\C(C)=O)C2=O)O)C
C[C@H](NC(=O)C1=CC2=C(C=C1)[N](CC3=CC=C(C=C3)C4=CC=CC=C4C(O)=O)C(=C2C)C)C5=CC=C(C=C5)[N+]([O-])=O
CC1=C(Cl)C(=CC(=C1)OCCCC2=C([NH]C3=CC(=CC=C23)Cl)C(=O)N[S+]([O-])(=O)CCNC(=O)C4=CC=CC=C4C(F)(F)F)C
CC1=C(C=NC=C1)C2=C3[N](CCC(O)=O)C(=C(CCCOC4=CC(=C(Cl)C(=C4)C)C)C3=CC=C2)C
CC1=C(Cl)C(=CC(=C1)OCCCC2=C([NH]C(=C2C)C3=CC(=CC=C3)C(F)(F)F)C(O)=O)C
CC1=CC(=CC(=C1Cl)C)OCCCC2=C([NH]C(=C2C)C3=CC=CC=C3CO)C(O)=O
CC1=CC(=CC(=C1Cl)C)OCCCC2=C([NH]C3=C(C=CC=C23)C4=CC=CN=C4C)C(=O)N[S+]([O-])(=O)C5=CC=CC=C5[N+]([O-])=O
CC1=C(C(=N[NH]1)C)C2=C3[NH]C(=C(CCCOC4=CC(=C(Cl)C(=C4)C)C)C3=CC=C2)C(=O)NCC5=CC=CC(=C5)C(=O)N[S+]([O-])(=O)C6=C(C=CC=C6)C#N
CC1=CC(=CC(=C1Cl)C)OCCCC2=C([NH]C3=C2C=CC(=C3C4=CC=CN=C4C)Cl)C(=O)N[S+]([O-])(=O)C5=CC=C(O5)C(=O)NCC6=CC(=CC=C6)C(F)(F)F
CC1=C(C(=N[NH]1)C)C2=C3[NH]C(=C(CCCOC4=CC(=C(Cl)C(=C4)C)C)C3=CC=C2)C(=O)N[S+]([O-])(=O)C5=CC=CC(=C5)CNC(=O)C6=CC=C(C=C6)C(F)(F)F
CC1=CC(=CC(=C1Cl)C)OCCCC2=C([NH]C3=C2C=CC(=C3C4=CC=CN=C4C)Cl)C(=O)N[S+]([O-])(=O)CCNC(=O)C5=CC=CC=C5C(F)(F)F
CC1=C(N=C(NC(=O)CC2=CC=CC(=C2)OCCOCCOCCNC(=O)C3=CC=C(C(O)=O)C(=C3)/C4=C/5\C=C/C(=O)/C=C5OC6=C4C=CC(=C6)O)S1)C7=CC=C8N(CCC8=C7)C(=O)C9=CC=CC=C9C.CC%10=C(N=C(NC(=O)CC%11=CC=CC(=C%11)OCCOCCOCCNC(=O)C%12=C(C(=CC=C%12)C(O)=O)/C%13=C/%14\C=C/C(=O)/C=C%14OC%15=C%13C=CC(=C%15)O)S%10)C%16=CC=C%17N(CCC%17=C%16)C(=O)C%18=CC=CC=C%18C
CC1=CC(=CC(=C1Cl)C)OCCCC2=C([NH]C(=C2C)C3=C(C)C=CC=C3)C(O)=O
CC1=C(Cl)C(=CC(=C1)OCCCC2=C([NH]C(=C2C)C3=C(Cl)C(=CC=C3)Cl)C(=O)N[S+](C)([O-])=O)C
